DutyType,Source,SerialNumber,Year,Make,Model,SalesPrice,SaleDate,Location,AuctionCompany,Mileage,Condition,Hours,PumpMeters,Notes,Category1,Category2,Category3,Category4,StockNumber,SeparatorHours,Horsepower,Drive,Width,Spacing,Rows,Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1905,2005,KOBELCO,SK210LC,48000,2/19/2009 12:00:00 AM,"ORLANDO, FL",RITCHIE BROS. AUCTIONEERS INTL,,,2162,,"BKT, 9'7 STICK", A/C," 2162 HRS. """"KT"," 9'7"" STICK", A/C," 21""""T"," 9'7"" STICK"," """""," 9'7"" S"""" 9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1619,2004,KOBELCO,SK210LC,42000,2/19/2009 12:00:00 AM,"ORLANDO, FL",RITCHIE BROS. AUCTIONEERS INTL,,,3573,,"Q/C BKT, 9'8 STICK", A/C, AUX HYD," 3573 HRS. """"/C BKT"," 9'8"" STICK", A/C," AUX HYD""""C BKT"," 9'8"" STICK"," A"""" BKT"," 9'8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1616,2004,KOBELCO,SK210LC,42000,2/19/2009 12:00:00 AM,"ORLANDO, FL",RITCHIE BROS. AUCTIONEERS INTL,,,3982,,"BKT, 9'8 STICK", A/C, AUX HYD," 3982 HRS. """"KT"," 9'8"" STICK", A/C, AUX HYD," 39""""T"," 9'8"" STICK", A/C," AUX """""," 9'8"" STICK"," A/C"""" 9'8"" STICK""""9'8"" S""""'8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1615,2004,KOBELCO,SK210LC,45000,2/19/2009 12:00:00 AM,"ORLANDO, FL",RITCHIE BROS. AUCTIONEERS INTL,,,3091,,"Q/C BKT, 9' STICK, A/C, 3091 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1446,2004,KOBELCO,SK210LC,42000,2/19/2009 12:00:00 AM,"ORLANDO, FL",RITCHIE BROS. AUCTIONEERS INTL,,,4893,,"BKT W/THUMB, 9'8 STICK", A/C," 4893 HRS. """"KT W/THUMB"," 9'8"" STICK","T W/THU""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ07U882,2002,KOBELCO,SK210LC,33000,2/19/2009 12:00:00 AM,"ORLANDO, FL",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT W/THUMB, 9'8 STICK"," A/C. """"KT W/THUMB"," 9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ07U863,2002,KOBELCO,SK210LC,33000,2/19/2009 12:00:00 AM,"ORLANDO, FL",RITCHIE BROS. AUCTIONEERS INTL,,,,,"BKT, 9'10 STICK", A/C," AUX HYD. """"KT"," 9'10"" STICK", A/C," """"T"," 9'10"" STIC"""""," 9'1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ07U734,2001,KOBELCO,SK210LC,23000,2/25/2009 12:00:00 AM,"PHOENIX, AZ",RITCHIE BROS. AUCTIONEERS INTL,,,,,"Q/C BKT, HYD THUMB, 9'6 STICK", AUX HYD," A/C. """"/C BKT", HYD THUMB," 9'6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ07U873,2002,KOBELCO,SK210LC,32000,3/12/2009 12:00:00 AM,"CHICAGO, IL",RITCHIE BROS. AUCTIONEERS INTL,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U2706,2006,KOBELCO,SK210LC,57000,3/11/2009 12:00:00 AM,"MONTGOMERY, AL",J.M. WOOD AUCTION CO.,,,1318,,36 BKT," 9'8"" STICK", ENC CAB W/AIR," 32"" TBG PADS"," 1318 HRS. """"6"" BKT"," 9'8"" STICK", ENC CAB W/AIR," 32"" TBG PADS"," 1318 HRS"""""" BKT"," 9'8"" STICK", ENC CAB W/AIR," 32"" TBG PADS"," 1318 HR"""" BKT"," 9'8"" STICK", ENC CAB W/AIR," 32"" TBG PADS"," 1318 HR""""BKT"," 9'8"" STICK", ENC CAB W/AIR," 32"" TBG PADS""""KT"," 9'8"" STICK", ENC CAB W/AIR," 32"" """"T"," 9'8"" STICK"," ENC CAB W/AI"""""," 9'8"" STICK"," ENC CA"""" 9'8"" STICK"," E""""9'8"" STIC""""'8"" S""""8""""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U2195,2005,KOBELCO,SK210LC,50000,3/19/2009 12:00:00 AM,"NASHVILLE, TN",RITCHIE BROS. AUCTIONEERS INTL,,,2574,,"BKT, 9'8 STICK", AUX HYD, A/C," 2574 HRS. """"KT"," 9'8"" STICK", AUX HYD, A/C," 25""""T"," 9'8"" STICK", AUX HYD," """""," 9'8"" STICK"," AUX"""" 9'8"" STICK""""9'8"" S""""'8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1936,2005,KOBELCO,SK210LC,47500,3/19/2009 12:00:00 AM,"NASHVILLE, TN",RITCHIE BROS. AUCTIONEERS INTL,,,2814,,"BKT, 9'8 STICK", AUX HYD, A/C," 2814 HRS. """"KT"," 9'8"" STICK", AUX HYD, A/C," 28""""T"," 9'8"" STICK", AUX HYD," """""," 9'8"" STICK"," AUX"""" 9'8"" STICK""""9'8"" S""""'8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1596,2004,KOBELCO,SK210LC,45000,3/19/2009 12:00:00 AM,"NASHVILLE, TN",RITCHIE BROS. AUCTIONEERS INTL,,,3343,,"Q/C BKT, THUMB, 9'10 STICK", AUX HYD, A/C," 3343 HRS. """"/C BKT", THUMB," 9'10"" STICK"," AUX """"C BKT"," THUMB""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1618,2004,KOBELCO,SK210LC,42500,3/19/2009 12:00:00 AM,"NASHVILLE, TN",RITCHIE BROS. AUCTIONEERS INTL,,,3830,,"BKT, 9'8 STICK", A/C," 3830 HRS. """"KT"," 9'8"" STICK", A/C," 38""""T"," 9'8"" STICK"," """""," 9'8"" S"""" 9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U2019,2005,KOBELCO,SK210LC,67200,3/21/2009 12:00:00 AM,"LEBANON, TN","RITCHASON AUCTIONEERS, INC.",,,4471,,"PLUMBED W/ATLAS COPCO HYD HAMMER, FRONT SCREEN, 4471 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1447,2004,KOBELCO,SK210LC,43000,3/24/2009 12:00:00 AM,"STATESVILLE, NC",RITCHIE BROS. AUCTIONEERS INTL,,,3578,,"BKT, 9'10 STICK", AUX HYD, A/C," 3578 HRS. """"KT"," 9'10"" STICK", AUX HYD, A/C," 3""""T"," 9'10"" STICK"," AUX HYD"""""," 9'10"" STICK"," """" 9'10"" S""""9'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U2745,2006,KOBELCO,SK210LC,52500,3/25/2009 12:00:00 AM,"HOUSTON, TX",RITCHIE BROS. AUCTIONEERS INTL,,,2890,,"BKT, 10' STICK, A/C, 2890 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1926,2005,KOBELCO,SK210LC,52500,3/25/2009 12:00:00 AM,"HOUSTON, TX",RITCHIE BROS. AUCTIONEERS INTL,,,3486,,"BKT, 9'6 STICK", A/C, AUX HYD," 3486 HRS. """"KT"," 9'6"" STICK", A/C, AUX HYD," 34""""T"," 9'6"" STICK", A/C," AUX """""," 9'6"" STICK"," A/C"""" 9'6"" STICK""""9'6"" S""""'6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1844,2005,KOBELCO,SK210LC,47500,3/25/2009 12:00:00 AM,"HOUSTON, TX",RITCHIE BROS. AUCTIONEERS INTL,,,2028,,"BKT, 9'6 STICK", A/C," 2028 HRS. """"KT"," 9'6"" STICK", A/C," 20""""T"," 9'6"" STICK"," """""," 9'6"" S"""" 9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1684,2004,KOBELCO,SK210LC,35000,3/25/2009 12:00:00 AM,"HOUSTON, TX",RITCHIE BROS. AUCTIONEERS INTL,,,2678,,"BKT, 9'6 STICK", A/C," 2678 HRS. """"KT"," 9'6"" STICK", A/C," 26""""T"," 9'6"" STICK"," """""," 9'6"" S"""" 9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1683,2004,KOBELCO,SK210LC,35000,3/25/2009 12:00:00 AM,"HOUSTON, TX",RITCHIE BROS. AUCTIONEERS INTL,,,3763,,"BKT, 8'6 STICK", A/C," 3763 HRS. """"KT"," 8'6"" STICK", A/C," 37""""T"," 8'6"" STICK"," """""," 8'6"" S"""" 8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ07U682,2001,KOBELCO,SK210LC,39000,3/19/2009 12:00:00 AM,"ATLANTIC CITY, NJ",ALEX LYON & SON AUCTIONEERS,,,,,48 DIG BKT, CAB W/AIR, DSL ENG," LONG U/C.  """"8"" DIG BKT", CAB W/AIR, DSL ENG," LONG U/C."""""" DIG BKT", CAB W/AIR, DSL ENG," LONG U/C"""" DIG BKT", CAB W/AIR, DSL ENG," LONG U/C""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U1599,2004,KOBELCO,SK210LC,36000,3/30/2009 12:00:00 AM,"COLUMBUS, OH",RITCHIE BROS. AUCTIONEERS INTL,,,4004,,"10' STICK, 4004 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U2615,2006,KOBELCO,SK210LC,45500,3/18/2009 12:00:00 AM,"LIVINGSTON, LA",HENDERSON AUCTIONS,,,,,46 DIG BKT W/TEETH & THUMB, EROPS," 32"" TBG PADS. """"6"" DIG BKT W/TEETH & THUMB", EROPS," 32"" TBG PADS"""""" DIG BKT W/TEETH & THUMB", EROPS," 32"" TBG PAD"""" DIG BKT W/TEETH & THUMB", EROPS," 32"" TBG PAD""""DIG BKT """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ08U2617,2006,KOBELCO,SK210LC-7,53000,3/18/2009 12:00:00 AM,"LIVINGSTON, LA",HENDERSON AUCTIONS,,,,,42 DIB BKT," EROPS W/AIR. """"2"" DIB BKT"," EROPS W/AIR"""""" DIB BKT"," EROPS W/AI"""" DIB BKT"," EROPS W/AI""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ09U3403,2007,KOBELCO,SK210LC-8,80000,1/23/2009 12:00:00 AM,"NORTH FRANKLIN, CT","PETROWSKY AUCTIONEERS, INC.",,,1168,,44 BKT W/TEETH, 10' DIPPER, PLUMBED," 10'6"" MACHINE"," 32"" PADS"," 1168 HRS. """"4"" BKT W/TEETH", 10' DIPPER, PLUMBED," 10'6"" MACHINE"," 32"" PADS"," 1168 HRS"""""" BKT W/TEETH", 10' DIPPER, PLUMBED," 10'6"" MACHINE"," 32"" PADS"," 1168 HR"""" BKT W/TEETH", 10' DIPPER, PLUMBED," 10'6"" MACHINE"," 32"" PADS"," 1168 HR""""BKT W/TEETH", 10' DIPPER," PL""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,YQ09U3493,2007,KOBELCO,SK210LC-8,71000,1/23/2009 12:00:00 AM,"NORTH FRANKLIN, CT","PETROWSKY AUCTIONEERS, INC.",,,1750,,42 BKT W/TEETH, 11' DIPPER, JRB QUICK DISCONNECT," 11'6"" MACHINE"," 36"" PADS"," 1750 HRS. """"2"" BKT W/TEETH", 11' DIPPER, JRB QUICK DISCONNECT," 11'6"" MACHINE"," 36"" PADS"," 1750 HRS"""""" BKT W/TEETH", 11' DIPPER, JRB QUICK DISCONNECT," 11'6"" MACHINE"," 36"" PADS"," 1750 HR"""" BKT W/TEETH", 11' DIPPER, JRB QUICK DISCONNECT," 11'6"" MACHINE"," 36"" PADS"," 1750 HR""""BKT W/TEETH", 11' DIPPER," JR""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LLU2042,1998,KOBELCO,SK220IV,16000,2/12/2009 12:00:00 AM,"KISSIMMEE, FL","YODER & FREY AUCTIONEERS, INC.",,,6402,,6402 HRS. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LLU856,1994,KOBELCO,SK220LC,6500,2/12/2009 12:00:00 AM,"KISSIMMEE, FL","YODER & FREY AUCTIONEERS, INC.",,,11192,,11192 HRS. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,LLU2133,1998,KOBELCO,SK220LC,19000,1/23/2009 12:00:00 AM,"NORTH FRANKLIN, CT","PETROWSKY AUCTIONEERS, INC.",,,,,34 BKT W/TEETH, 11' DIPPER," 11'8"" MACHINE"," 32"" PADS. """"4"" BKT W/TEETH", 11' DIPPER," 11'8"" MACHINE"," 32"" PADS"""""" BKT W/TEETH", 11' DIPPER," 11'8"" MACHINE"," 32"" PAD"""" BKT W/TEETH", 11' DIPPER," 11'8"" MACHINE"," 32"" PAD""""BKT W/TEETH"," 11' """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
