DutyType,Source,SerialNumber,Year,Make,Model,SalesPrice,SaleDate,Location,AuctionCompany,Mileage,Condition,Hours,PumpMeters,Notes,Category1,Category2,Category3,Category4,StockNumber,SeparatorHours,Horsepower,Drive,Width,Spacing,Rows,Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,XER1664,2011,CATERPILLAR,305DCR,24500,6/21/2017 12:00:00 AM,"ASHLAND, OH","YODER & FREY AUCTIONEERS, INC.",,,,,"MINI, ENC CAB, RUBBER TRACKS, BACKFILL BLADE, SWING BOOM, CONTROL VALVE, Q/C, HYDS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,XFA4097,2014,CATERPILLAR,305ECR,35000,6/21/2017 12:00:00 AM,"ASHLAND, OH","YODER & FREY AUCTIONEERS, INC.",,,1080,,"MINI, ENC CAB, RUBBER TRACKS, BACKFILL BLADE, SWING BOOM, Q/C, HYDS, 1,080 HRS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,XFA4092,2014,CATERPILLAR,305ECR,35000,6/21/2017 12:00:00 AM,"ASHLAND, OH","YODER & FREY AUCTIONEERS, INC.",,,,,"MINI, ENC CAB, RUBBER TRACKS, BACKFILL BLADE, SWING BOOM, Q/C, HYDS, AUX HYDS. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,XFA351,2012,CATERPILLAR,305ECR,40000,12/9/2017 12:00:00 AM,"LEBANON, TN","RITCHASON AUCTIONEERS, INC.",,,101,,"MINI, LEVELING BLADE, CAB W/AIR, RUBBER TRACKS, COUPLER, HYD THUMB, 36 BKT", PLUMBED," 101 HRS. """"INI", LEVELING BLADE," CAB""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,XFA2610,2013,CATERPILLAR,305ECR,51000,12/19/2017 12:00:00 AM,"NORTH EAST, MD",RITCHIE BROS. AUCTIONEERS INTL,,,1783,,"MIDI, HYD Q/C BKT, 5'9 STICK", SWING AWAY BOOM, AUX HYD, CHECK VALVES, BLADE, A/C, ADDITIONAL BKT,1,"783 HRS. """"IDI", HYD Q/C BKT," 5'9"" STICK", SWING AWAY BOOM, AUX HYD, CHECK VALVES, BLADE, A/C," ADDIT""""DI", HYD Q/C BKT," 5'9"" STICK", SWING AWAY BOOM, AUX HYD," CHECK VALV""""I", HYD Q/C BKT," 5'9"" STICK", SWING AWAY BOOM,, HYD Q/C BKT," 5'9"" STIC"""" HYD """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,XFA1392,2012,CATERPILLAR,305ECR,45000,12/19/2017 12:00:00 AM,"NORTH EAST, MD",RITCHIE BROS. AUCTIONEERS INTL,,,1285,,"MIDI, HYD Q/C BKT, 5'9 STICK", SWING AWAY BOOM, AUX HYD, CHECK VALVES, BLADE, A/C, ADDITIONAL BKT,1,"285 HRS. """"IDI", HYD Q/C BKT," 5'9"" STICK", SWING AWAY BOOM, AUX HYD, CHECK VALVES, BLADE, A/C," ADDIT""""DI", HYD Q/C BKT," 5'9"" STICK", SWING AWAY BOOM, AUX HYD," CHECK VALV""""I", HYD Q/C BKT," 5'9"" STICK", SWING AWAY BOOM,, HYD Q/C BKT," 5'9"" STIC"""" HYD """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,XFA1203,2012,CATERPILLAR,305ECR,31000,3/27/2018 12:00:00 AM,"NORTH EAST, MD",RITCHIE BROS. AUCTIONEERS INTL,,,2692,,"MIDI, BKT, 5'8 STICK", SWING AWAY BOOM, AUX HYD, BLADE, CAB W/AIR,2,"692 HRS. """"IDI", BKT," 5'8"" STICK", SWING AWAY BOOM, AUX HYD, BLADE," CAB W/AI""""DI", BKT," 5'8"" STICK", SWING AWAY BOOM, AUX HYD," BL""""I", BKT," 5'8"" STICK", SWING AWAY BOOM,, BKT," 5'8"" STICK"," SWING"""" BKT"," 5'8"" ST""""BKT""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,9ZL1235,1994,CATERPILLAR,307,13000,3/21/2018 12:00:00 AM,"NORTH FRANKLIN, CT",RITCHIE BROS. AUCTIONEERS INTL,,,8561,,"BKT, 7'3 STICK", AUX HYD,8,"561 HRS. """"KT"," 7'3"" STICK", AUX HYD,8,"5""""T"," 7'3"" STICK"," AUX H"""""," 7'3"" STICK"," 7'3"" S""""7'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,BCM1689,2007,CATERPILLAR,307C,19500,3/20/2018 12:00:00 AM,"SACRAMENTO, CA",RITCHIE BROS. AUCTIONEERS INTL,,,6247,,"MIDI, BKT, 5'6 STICK", OFFSET BOOM, BLADE, CAB W/AIR,6,"247 HRS. """"IDI", BKT," 5'6"" STICK", OFFSET BOOM, BLADE," CAB W/AI""""DI", BKT," 5'6"" STICK", OFFSET BOOM," BL""""I", BKT," 5'6"" STICK"," OFF""""", BKT," 5'6""""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,KCX1372,2006,CATERPILLAR,308CCR,26000,3/27/2018 12:00:00 AM,"NORTH EAST, MD",RITCHIE BROS. AUCTIONEERS INTL,,,5916,,"MIDI, BKT, 7'4 STICK", AUX HYD, A/C,5,"916 HRS. """"IDI", BKT," 7'4"" STICK", AUX HYD," A/""""DI", BKT," 7'4"" STICK""""I"," BKT""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,KCX2070,2007,CATERPILLAR,308CCR,24000,3/30/2018 12:00:00 AM,"ATLANTA, GA",RITCHIE BROS. AUCTIONEERS INTL,,,8227,,"MIDI, HYD Q/C BKT, 7'4 STICK", AUX HYD, BLADE, A/C,8,"227 HRS. """"IDI", HYD Q/C BKT," 7'4"" STICK", AUX HYD," B""""DI", HYD Q/C BKT," 7""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,KCX1156,2005,CATERPILLAR,308CCR,32000,5/9/2018 12:00:00 AM,"DENVER, CO",RITCHIE BROS. AUCTIONEERS INTL,,,,,"MIDI, BKT, 7' STICK, AUX HYD, BLADE, CAB W/AIR. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,FYC1982,2011,CATERPILLAR,308DCR,28500,6/21/2017 12:00:00 AM,"ASHLAND, OH","YODER & FREY AUCTIONEERS, INC.",,,,,"ENC CAB, STEEL TRACKS, 5'6 STICK", BACKFILL BLADE, SWING BOOM, CONTROL VALVE, Q/C, HYDS, AUX HYDS," A/C. """"NC CAB", STEEL TRACKS," 5'6"" STICK", BACKFILL BLADE, SWING BOOM, CONTROL VALVE," """"C CAB", STEEL TRACKS," 5'6"" STICK", BACKFILL BLADE," SW"""" CAB", STEEL TRACKS," 5'6"" S""""CA""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,FYC2042,2011,CATERPILLAR,308DCR,27500,6/21/2017 12:00:00 AM,"ASHLAND, OH","YODER & FREY AUCTIONEERS, INC.",,,,,"ENC CAB, RUBBER TRACKS, 5'6 STICK", BACKFILL BLADE, SWING BOOM, CONTROL VALVE, Q/C, HYDS, AUX HYDS," A/C. """"NC CAB", RUBBER TRACKS," 5'6"" STICK", BACKFILL BLADE, SWING BOOM, CONTROL VALVE,C CAB, RUBBER TRACKS," 5'6"" STICK", BACKFILL BLADE," """" CAB", RUBBER TRACKS," 5'6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,FYC802,2010,CATERPILLAR,308DCR,42000,5/9/2018 12:00:00 AM,"DENVER, CO",RITCHIE BROS. AUCTIONEERS INTL,,,4387,,"MIDI, HYD Q/C BKT, 7'2 STICK", SWING AWAY BOOM, AUX HYD, BLADE, CAB W/AIR, ZERO TAIL SWING,4,"387 HRS. """"IDI", HYD Q/C BKT," 7'2"" STICK", SWING AWAY BOOM, AUX HYD, BLADE, CAB W/AIR," ZERO T""""DI", HYD Q/C BKT," 7'2"" STICK", SWING AWAY BOOM, AUX HYD," BLA""""I", HYD Q/C BKT," 7'2"" STICK"," SWING AWA""""", HYD Q/C BKT," 7'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,FYC801,2010,CATERPILLAR,308DCR,48000,5/9/2018 12:00:00 AM,"DENVER, CO",RITCHIE BROS. AUCTIONEERS INTL,,,5523,,"MIDI, HYD Q/C BKT, 7'2 STICK", SWING AWAY BOOM, AUX HYD, BLADE, CAB W/AIR, ZERO TAIL SWING,5,"523 HRS. """"IDI", HYD Q/C BKT," 7'2"" STICK", SWING AWAY BOOM, AUX HYD, BLADE, CAB W/AIR," ZERO T""""DI", HYD Q/C BKT," 7'2"" STICK", SWING AWAY BOOM, AUX HYD," BLA""""I", HYD Q/C BKT," 7'2"" STICK"," SWING AWA""""", HYD Q/C BKT," 7'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,FYC1405,2010,CATERPILLAR,308DCRSB,36000,6/15/2017 12:00:00 AM,"COLUMBUS, OH",RITCHIE BROS. AUCTIONEERS INTL,,,2973,,"MIDI, Q/C BKT, 7'3 STICK", SWING AWAY BOOM, AUX HYD, CHECK VALVES, BLADE, A/C,2,"973 HRS. """"IDI", Q/C BKT," 7'3"" STICK", SWING AWAY BOOM, AUX HYD, CHECK VALVES," BLADE""""DI", Q/C BKT," 7'3"" STICK", SWING AWAY BOOM, AUX HYD," CH""""I", Q/C BKT," 7'3"" STICK"," SWING AWAY B""""", Q/C BKT," 7'3"" STIC"""" Q/C """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,FYC2450,2012,CATERPILLAR,308DCRSB,45000,3/30/2018 12:00:00 AM,"ATLANTA, GA",RITCHIE BROS. AUCTIONEERS INTL,,,2906,,"MIDI, HYD Q/C BKT W/HYD THUMB, 7'3 STICK", AUX HYD, BLADE, A/C,2,"906 HRS. """"IDI", HYD Q/C BKT W/HYD THUMB," 7'3"" STICK""""DI"," HY""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,FJX2216,2014,CATERPILLAR,308E2CR,52500,6/21/2017 12:00:00 AM,"ASHLAND, OH","YODER & FREY AUCTIONEERS, INC.",,,,,"ENC CAB, RUBBER TRACKS, 5'6 STICK", BACKFILL BLADE, SWING BOOM, CONTROL VALVE, Q/C, HYDS," AUX HYDS. """"NC CAB", RUBBER TRACKS," 5'6"" STICK", BACKFILL BLADE, SWING BOOM," CONTROL V""""C CAB", RUBBER TRACKS," 5'6"" STICK"," BACKFILL BL"""" CAB"," RUBBER TRACKS""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,FJX2415,2015,CATERPILLAR,308E2CR,70000,6/21/2017 12:00:00 AM,"ASHLAND, OH","YODER & FREY AUCTIONEERS, INC.",,,,,"ENC CAB, RUBBER TRACKS, 5'6 STICK", BACKFILL BLADE," SWING BOOM. """"NC CAB", RUBBER TRACKS," 5'6"" STICK"," B""""C CAB"," RU""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,FJX915,2014,CATERPILLAR,308E2CR,54000,6/15/2017 12:00:00 AM,"COLUMBUS, OH",RITCHIE BROS. AUCTIONEERS INTL,,,1126,,"MIDI, HYD Q/C BKT W/HYD THUMB, 7'3 STICK", SWING AWAY BOOM, AUX HYD, CHECK VALVES, BLADE, A/C,1,"126 HRS. """"IDI", HYD Q/C BKT W/HYD THUMB," 7'3"" STICK", SWING AWAY BOOM, AUX HYD," CHE""""DI", HYD Q/C BKT W/HYD THUMB," 7'3"" STI""""I"," H""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,TMX908,2013,CATERPILLAR,308E2CR,49000,6/15/2017 12:00:00 AM,"COLUMBUS, OH",RITCHIE BROS. AUCTIONEERS INTL,,,1869,,"MIDI, HYD Q/C BKT, 8'3 STICK", AUX HYD, BLADE, CAB W/AIR,1,"869 HRS. """"IDI", HYD Q/C BKT," 8'3"" STICK", AUX HYD, BLADE," """"DI", HYD Q/C BKT," 8'3"" ST""""I"," """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,FJX1736,2014,CATERPILLAR,308E2CR,60000,6/27/2017 12:00:00 AM,"RALEIGH-DURHAM, NC",RITCHIE BROS. AUCTIONEERS INTL,,,1015,,"MIDI, BKT W/HYD THUMB, 6'9 STICK", SWING AWAY BOOM, AUX HYD, BLADE, CAB W/AIR,1,"015 HRS. """"IDI", BKT W/HYD THUMB," 6'9"" STICK", SWING AWAY BOOM, AUX HYD," BLA""""DI", BKT W/HYD THUMB," 6'9"" STICK"," SWIN""""I"," BKT W/HYD""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,TMX883,2013,CATERPILLAR,308E2CR,68000,12/14/2017 12:00:00 AM,"PLEASANTON, CA",IRONPLANET,,,1325,,"ENC CAB W/HEAT & AIR, AIR RIDE SEAT, 24 BKT W/TEETH", HYD COUPLER, SWING BOOM, 7' STICK, CONTROL PATTERN CHANGER, THUMB BRACKET, BACKFILL BLADE," 18"" TRACK SHOES", RUBBER PADS, ULTRA LOW SULFUR DSL,1,"325 HRS. """"NC CAB W/HEAT & AIR", AIR RIDE SEAT," 24"" BKT W/TEETH", HYD COUPLER, SWING BOOM, 7' STICK, CONTROL PATTERN CHANGER, THUMB BRACKET, BACKFILL BLADE," 18"" TRACK SHOES"," RUBBER """"C CAB W/HEAT & AIR", AIR RIDE SEAT," 24"" BKT W/TEETH", HYD COUPLER, SWING BOOM, 7' STICK, CONTROL PATTERN CHANGER, THUMB BRACKET," BA"""" CAB W/HEAT & AIR", AIR RIDE SEAT," 24"" BKT W/TEETH", HYD COUPLER, SWING BOOM, 7' STICK," CONTR""""CAB W/HEAT & AIR", AIR RIDE SEAT," 24"" BKT W/TEETH"," HYD """"AB W/HEAT & AIR"," A""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,TMX1335,2014,CATERPILLAR,308E2CR,70000,12/19/2017 12:00:00 AM,"NORTH EAST, MD",RITCHIE BROS. AUCTIONEERS INTL,,,1463,,"MIDI, HYD Q/C BKT W/HYD THUMB, 7'3 STICK", SWING AWAY BOOM, AUX HYD, CHECK VALVES, BLADE, A/C,1,"463 HRS. """"IDI", HYD Q/C BKT W/HYD THUMB," 7'3"" STICK", SWING AWAY BOOM, AUX HYD," CHE""""DI", HYD Q/C BKT W/HYD THUMB," 7'3"" STI""""I"," H""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCAVATORS,TOPBID,FJX8877,2017,CATERPILLAR,308E2CR,79500,12/29/2017 12:00:00 AM,"ALBANY, NY",ALEX LYON & SON AUCTIONEERS,,,5,,"CAT C3.3B DSL 65 HP, CAB, AIR, HEAT, FRONT BLADE, 7'3 STICK", SWING BOOM, AUX HYDS," 18"" STEEL PADS W/RUBBER INSERTS", ZERO TAIL SWING, HYD Q/C, DIG BKT," 5 HRS. """"AT C3.3B DSL 65 HP", CAB, AIR, HEAT, FRONT BLADE," 7'3"" STICK", SWING BOOM, AUX HYDS," 18"" STEEL PADS W/RUBBE""""T C3.3B DSL 65 HP", CAB, AIR, HEAT, FRONT BLADE," 7'3""""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
